Accession No.,Known FunctionScore,Solubility Score,Stability Score,Localisation Score,Signal Peptide Score,Secretion Score,Transmembrane Score,Transmembrane Helices,Nature of Protein Score,Topology Score,Motif Score,PPI Score,PPI Score,Allegenicity Score,Antigenic Score ,Antigenic Score,Functional Characterisation,Functional Characterisation Score,Homology Score,Enzyme Score
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Motif Score,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Motif Score,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Motif Score,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
